variable_name,description,category,wave,n_nonmissing,n_missing,dtype
ID,Unique participant identifier,Identifiers,Non-wave,25873,0,Integer
gender_wave1,"Sex (0=male, 1=female)",Demographics,Wave 1,13095,12778,Continuous (float)
nation_wave1,"Ethnicity (1=Han, 0=other)",Demographics,Wave 1,13567,12306,Continuous (float)
hibpe_wave1,"Hypertension (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17470,8403,Continuous (float)
dyslipe_wave1,"Dyslipidemia (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17213,8660,Continuous (float)
diabe_wave1,"Diabetes (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17408,8465,Continuous (float)
cancre_wave1,"Cancer (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17486,8387,Continuous (float)
lunge_wave1,"Chronic lung disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17496,8377,Continuous (float)
livere_wave1,"Liver disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17438,8435,Continuous (float)
hearte_wave1,"Heart disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17467,8406,Continuous (float)
stroke_wave1,"Stroke (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17526,8347,Continuous (float)
kidneye_wave1,"Kidney disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17452,8421,Continuous (float)
digeste_wave1,"Digestive disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17517,8356,Continuous (float)
psyche_wave1,"Psychiatric/emotional problems (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17490,8383,Continuous (float)
memrye_wave1,"Memory-related disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17507,8366,Continuous (float)
arthre_wave1,"Arthritis/rheumatism (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17524,8349,Continuous (float)
asthmae_wave1,"Asthma (1=self-reported diagnosis, 0=no)",Disease History,Wave 1,17497,8376,Continuous (float)
doctor_time_wave1,Number of outpatient visits (past month),Healthcare Utilization,Wave 1,17330,8543,Continuous (float)
hospital_time_wave1,Number of inpatient admissions (past year),Healthcare Utilization,Wave 1,17506,8367,Continuous (float)
da042s1_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s2_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s3_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s4_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s5_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s6_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s7_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s8_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s9_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s10_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s11_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s12_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s13_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s14_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
da042s15_wave1,,Healthcare Utilization,Wave 1,17510,8363,Continuous (float)
sleep_wave1,Average sleep duration (hours/night),Lifestyle & Behavior,Wave 1,16091,9782,Continuous (float)
act_1_wave1,,Lifestyle & Behavior,Wave 1,16224,9649,Continuous (float)
act_2_wave1,,Lifestyle & Behavior,Wave 1,16224,9649,Continuous (float)
act_3_wave1,,Lifestyle & Behavior,Wave 1,16224,9649,Continuous (float)
act_4_wave1,,Lifestyle & Behavior,Wave 1,16224,9649,Continuous (float)
act_5_wave1,,Lifestyle & Behavior,Wave 1,16224,9649,Continuous (float)
act_6_wave1,,Lifestyle & Behavior,Wave 1,16224,9649,Continuous (float)
act_7_wave1,,Lifestyle & Behavior,Wave 1,16224,9649,Continuous (float)
act_8_wave1,,Lifestyle & Behavior,Wave 1,16224,9649,Continuous (float)
iwy_wave1,"Individual wage (annual, yuan)",Work & Income,Wave 1,17708,8165,Continuous (float)
iwm_wave1,"Individual income (annual, yuan)",Work & Income,Wave 1,17708,8165,Continuous (float)
retire_wave1,"Retirement status (1=retired, 0=not)",Work & Income,Wave 1,17124,8749,Continuous (float)
rural_wave1,"Rural residence (1=rural, 0=urban)",Demographics,Wave 1,17708,8165,Continuous (float)
family_size_wave1,Number of household members,Demographics,Wave 1,17708,8165,Continuous (float)
marry_wave1,"Marital status (1=married/partnered, 0=other)",Demographics,Wave 1,17675,8198,Continuous (float)
rural2_wave1,Rural residence (alternative coding),Demographics,Wave 1,17663,8210,Continuous (float)
srh_wave1,"Self-rated health (1=very good, 5=very poor)",Self-rated Health,Wave 1,17561,8312,Continuous (float)
smokev_wave1,"Smoking status (0=never, 1=former, 2=current)",Lifestyle & Behavior,Wave 1,17559,8314,Continuous (float)
smoken_wave1,Cigarettes per day (current smokers),Lifestyle & Behavior,Wave 1,16907,8966,Continuous (float)
drinkl_wave1,Alcohol consumption frequency,Lifestyle & Behavior,Wave 1,17552,8321,Continuous (float)
vgact_c_wave1,,Lifestyle & Behavior,Wave 1,6918,18955,Continuous (float)
mdact_c_wave1,,Lifestyle & Behavior,Wave 1,6914,18959,Continuous (float)
ltact_c_wave1,,Lifestyle & Behavior,Wave 1,6899,18974,Continuous (float)
memeory_wave1,Memory score component,Cognitive Function,Wave 1,14010,11863,Continuous (float)
executive_wave1,Executive function score component,Cognitive Function,Wave 1,14011,11862,Continuous (float)
total_cognition_wave1,Total cognitive function score,Cognitive Function,Wave 1,12694,13179,Continuous (float)
cesd10_wave1,CESD-10 depression score (range 0-30),Depression,Wave 1,16037,9836,Continuous (float)
hhcperc_wave1,Household consumption per capita,Living Arrangements,Wave 1,14769,11104,Continuous (float)
hchild_wave1,Number of living children,Living Arrangements,Wave 1,17708,8165,Continuous (float)
pension_wave1,Pension receipt status,Insurance & Social Security,Wave 1,13553,12320,Continuous (float)
ins_wave1,Health insurance type,Insurance & Social Security,Wave 1,17467,8406,Continuous (float)
ea001s1_wave1,,Work & Income,Wave 1,17467,8406,Continuous (float)
ea001s2_wave1,,Work & Income,Wave 1,17467,8406,Continuous (float)
ea001s3_wave1,,Work & Income,Wave 1,17467,8406,Continuous (float)
ea001s4_wave1,,Work & Income,Wave 1,17467,8406,Continuous (float)
ea001s5_wave1,,Work & Income,Wave 1,17467,8406,Continuous (float)
ea001s11_wave1,,Work & Income,Wave 1,17467,8406,Continuous (float)
satlife_wave1,,Other,Wave 1,14362,11511,Continuous (float)
adlab_c_wave1,,Functional Status,Wave 1,17362,8511,Continuous (float)
iadl_wave1,IADL summary score,Functional Status,Wave 1,17548,8325,Continuous (float)
fcamt_wave1,,Other,Wave 1,17520,8353,Continuous (float)
tcamt_wave1,,Other,Wave 1,17549,8324,Continuous (float)
income_total_wave1,,Other,Wave 1,10541,15332,Continuous (float)
doctor_wave1,,Other,Wave 1,17422,8451,Continuous (float)
hospital_wave1,,Other,Wave 1,17510,8363,Continuous (float)
fall_down_wave1,,Other,Wave 1,16240,9633,Continuous (float)
hip_wave1,,Other,Wave 1,16242,9631,Continuous (float)
127,,Other,Non-wave,17708,8165,Continuous (float)
city_wave1,,Other,Wave 1,17708,8165,Continuous (float)
age_wave1,Age in years,Demographics,Wave 1,17568,8305,Continuous (float)
edu_wave1,,Other,Wave 1,17646,8227,Continuous (float)
exercise_wave1,,Other,Wave 1,6912,18961,Continuous (float)
totmet_wave1,,Other,Wave 1,6852,19021,Continuous (float)
chronic_wave1,,Other,Wave 1,17577,8296,Continuous (float)
ea001s6_wave1,,Work & Income,Wave 1,17467,8406,Continuous (float)
ea001s7_wave1,,Work & Income,Wave 1,17467,8406,Continuous (float)
ea001s8_wave1,,Work & Income,Wave 1,17467,8406,Continuous (float)
ea001s9_wave1,,Work & Income,Wave 1,0,25873,Continuous (float)
ea001s10_wave1,,Work & Income,Wave 1,0,25873,Continuous (float)
disability_wave1,,Other,Wave 1,17576,8297,Continuous (float)
drinkev_wave1,,Other,Wave 1,17541,8332,Continuous (float)
bmi_wave1,"Body Mass Index (kg/m², calculated from measured weight/height)",Physical Measures,Wave 1,13621,12252,Continuous (float)
oophos1y_wave1,,Other,Wave 1,17381,8492,Continuous (float)
tothos1y_wave1,,Other,Wave 1,17388,8485,Continuous (float)
oopdoc1m_wave1,,Other,Wave 1,17117,8756,Continuous (float)
totdoc1m_wave1,,Other,Wave 1,17200,8673,Continuous (float)
bloodweight_wave1,Blood sample weight,Physical Measures,Wave 1,11847,14026,Continuous (float)
bl_fasting_wave1,,Other,Wave 1,11590,14283,Continuous (float)
bl_wbc_wave1,,Other,Wave 1,11528,14345,Continuous (float)
bl_mcv_wave1,,Other,Wave 1,11532,14341,Continuous (float)
bl_plt_wave1,,Other,Wave 1,11531,14342,Continuous (float)
bl_bun_wave1,,Other,Wave 1,11662,14211,Continuous (float)
bl_glu_wave1,,Other,Wave 1,11636,14237,Continuous (float)
bl_crea_wave1,,Other,Wave 1,11634,14239,Continuous (float)
bl_cho_wave1,,Other,Wave 1,11655,14218,Continuous (float)
bl_tg_wave1,,Other,Wave 1,11656,14217,Continuous (float)
bl_hdl_wave1,"HDL cholesterol (mg/dL, blood assay)",Blood Biomarkers,Wave 1,11663,14210,Continuous (float)
bl_ldl_wave1,"LDL cholesterol (mg/dL, blood assay)",Blood Biomarkers,Wave 1,11642,14231,Continuous (float)
bl_crp_wave1,"C-reactive protein (mg/L, blood assay)",Blood Biomarkers,Wave 1,11664,14209,Continuous (float)
bl_hbalc_wave1,,Other,Wave 1,11706,14167,Continuous (float)
bl_ua_wave1,,Other,Wave 1,11664,14209,Continuous (float)
bl_hct_wave1,,Other,Wave 1,11839,14034,Continuous (float)
bl_hgb_wave1,,Other,Wave 1,11530,14343,Continuous (float)
bl_cysc_wave1,,Other,Wave 1,8878,16995,Continuous (float)
bl_top_coding_tg_wave1,,Other,Wave 1,0,25873,Continuous (float)
wspeed1_wave1,,Other,Wave 1,5770,20103,Continuous (float)
wspeed2_wave1,,Other,Wave 1,5769,20104,Continuous (float)
wspeed_wave1,,Other,Wave 1,5742,20131,Continuous (float)
systo1_wave1,,Other,Wave 1,13772,12101,Continuous (float)
systo2_wave1,,Other,Wave 1,13740,12133,Continuous (float)
systo3_wave1,,Other,Wave 1,13710,12163,Continuous (float)
systo_wave1,,Other,Wave 1,13740,12133,Continuous (float)
diasto1_wave1,,Other,Wave 1,13772,12101,Continuous (float)
diasto2_wave1,,Other,Wave 1,13739,12134,Continuous (float)
diasto3_wave1,,Other,Wave 1,13712,12161,Continuous (float)
diasto_wave1,,Other,Wave 1,13739,12134,Continuous (float)
pulse1_wave1,,Other,Wave 1,13768,12105,Continuous (float)
pulse2_wave1,,Other,Wave 1,13734,12139,Continuous (float)
pulse3_wave1,,Other,Wave 1,13703,12170,Continuous (float)
pulse_wave1,"Pulse rate (bpm, mean of 3 measurements)",Physical Measures,Wave 1,13734,12139,Continuous (float)
lgrip1_wave1,"Left hand grip strength (kg, trial 1)",Physical Measures,Wave 1,13524,12349,Continuous (float)
lgrip2_wave1,"Left hand grip strength (kg, trial 2)",Physical Measures,Wave 1,13528,12345,Continuous (float)
lgrip_wave1,,Other,Wave 1,13573,12300,Continuous (float)
rgrip1_wave1,"Right hand grip strength (kg, trial 1)",Physical Measures,Wave 1,13500,12373,Continuous (float)
rgrip2_wave1,"Right hand grip strength (kg, trial 2)",Physical Measures,Wave 1,13497,12376,Continuous (float)
rgrip_wave1,,Other,Wave 1,13561,12312,Continuous (float)
mheight_wave1,Measured height (cm),Physical Measures,Wave 1,13695,12178,Continuous (float)
mweight_wave1,Measured weight (kg),Physical Measures,Wave 1,13728,12145,Continuous (float)
mwaist_wave1,Measured waist circumference (cm),Physical Measures,Wave 1,13769,12104,Continuous (float)
tyg_wave1,Triglyceride-Glucose Index: ln[TG×FPG/2],Blood Biomarkers,Wave 1,11636,14237,Continuous (float)
tyg_bmi_wave1,TyG-BMI product,Blood Biomarkers,Wave 1,9774,16099,Continuous (float)
water_wave1,,Other,Wave 1,17488,8385,Continuous (float)
puff1_wave1,,Other,Wave 1,13276,12597,Continuous (float)
puff2_wave1,,Other,Wave 1,13247,12626,Continuous (float)
puff3_wave1,,Other,Wave 1,13252,12621,Continuous (float)
puff_wave1,,Other,Wave 1,13277,12596,Continuous (float)
glass_wave1,,Other,Wave 1,17569,8304,Continuous (float)
eyesight_distance_wave1,,Other,Wave 1,16248,9625,Continuous (float)
eyesight_close_wave1,,Other,Wave 1,16243,9630,Continuous (float)
hear_aid_wave1,,Other,Wave 1,17568,8305,Continuous (float)
hear_wave1,,Other,Wave 1,17559,8314,Continuous (float)
teeth_wave1,,Other,Wave 1,17568,8305,Continuous (float)
hspnite_wave1,,Other,Wave 1,17464,8409,Continuous (float)
hibpe_1_wave1,,Disease History,Wave 1,17509,8364,Continuous (float)
diabe_1_wave1,,Disease History,Wave 1,17430,8443,Continuous (float)
gender_wave2,"Sex (0=male, 1=female)",Demographics,Wave 2,14526,11347,Continuous (float)
nation_wave2,"Ethnicity (1=Han, 0=other)",Demographics,Wave 2,15085,10788,Continuous (float)
hibpe_wave2,"Hypertension (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17680,8193,Continuous (float)
dyslipe_wave2,"Dyslipidemia (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17162,8711,Continuous (float)
diabe_wave2,"Diabetes (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17534,8339,Continuous (float)
cancre_wave2,"Cancer (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17637,8236,Continuous (float)
lunge_wave2,"Chronic lung disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17660,8213,Continuous (float)
livere_wave2,"Liver disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17580,8293,Continuous (float)
hearte_wave2,"Heart disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17655,8218,Continuous (float)
stroke_wave2,"Stroke (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17704,8169,Continuous (float)
kidneye_wave2,"Kidney disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17606,8267,Continuous (float)
digeste_wave2,"Digestive disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17734,8139,Continuous (float)
psyche_wave2,"Psychiatric/emotional problems (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17663,8210,Continuous (float)
memrye_wave2,"Memory-related disease (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17672,8201,Continuous (float)
arthre_wave2,"Arthritis/rheumatism (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17753,8120,Continuous (float)
asthmae_wave2,"Asthma (1=self-reported diagnosis, 0=no)",Disease History,Wave 2,17684,8189,Continuous (float)
doctor_time_wave2,Number of outpatient visits (past month),Healthcare Utilization,Wave 2,18223,7650,Continuous (float)
hospital_time_wave2,Number of inpatient admissions (past year),Healthcare Utilization,Wave 2,18368,7505,Continuous (float)
da042s1_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s2_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s3_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s4_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s5_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s6_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s7_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s8_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s9_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s10_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s11_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s12_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s13_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s14_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
da042s15_wave2,,Healthcare Utilization,Wave 2,16727,9146,Continuous (float)
sleep_wave2,Average sleep duration (hours/night),Lifestyle & Behavior,Wave 2,16414,9459,Continuous (float)
act_1_wave2,,Lifestyle & Behavior,Wave 2,18612,7261,Continuous (float)
act_2_wave2,,Lifestyle & Behavior,Wave 2,18612,7261,Continuous (float)
act_3_wave2,,Lifestyle & Behavior,Wave 2,18612,7261,Continuous (float)
act_4_wave2,,Lifestyle & Behavior,Wave 2,18612,7261,Continuous (float)
act_5_wave2,,Lifestyle & Behavior,Wave 2,18612,7261,Continuous (float)
act_6_wave2,,Lifestyle & Behavior,Wave 2,18612,7261,Continuous (float)
act_7_wave2,,Lifestyle & Behavior,Wave 2,18612,7261,Continuous (float)
act_8_wave2,,Lifestyle & Behavior,Wave 2,18612,7261,Continuous (float)
iwy_wave2,"Individual wage (annual, yuan)",Work & Income,Wave 2,18612,7261,Continuous (float)
iwm_wave2,"Individual income (annual, yuan)",Work & Income,Wave 2,18612,7261,Continuous (float)
retire_wave2,"Retirement status (1=retired, 0=not)",Work & Income,Wave 2,18231,7642,Continuous (float)
rural_wave2,"Rural residence (1=rural, 0=urban)",Demographics,Wave 2,18612,7261,Continuous (float)
family_size_wave2,Number of household members,Demographics,Wave 2,18612,7261,Continuous (float)
marry_wave2,"Marital status (1=married/partnered, 0=other)",Demographics,Wave 2,18585,7288,Continuous (float)
rural2_wave2,Rural residence (alternative coding),Demographics,Wave 2,18542,7331,Continuous (float)
srh_wave2,"Self-rated health (1=very good, 5=very poor)",Self-rated Health,Wave 2,17603,8270,Continuous (float)
smokev_wave2,"Smoking status (0=never, 1=former, 2=current)",Lifestyle & Behavior,Wave 2,18407,7466,Continuous (float)
smoken_wave2,Cigarettes per day (current smokers),Lifestyle & Behavior,Wave 2,14937,10936,Continuous (float)
drinkl_wave2,Alcohol consumption frequency,Lifestyle & Behavior,Wave 2,18371,7502,Continuous (float)
vgact_c_wave2,,Lifestyle & Behavior,Wave 2,6088,19785,Continuous (float)
mdact_c_wave2,,Lifestyle & Behavior,Wave 2,6079,19794,Continuous (float)
ltact_c_wave2,,Lifestyle & Behavior,Wave 2,6075,19798,Continuous (float)
memeory_wave2,Memory score component,Cognitive Function,Wave 2,15699,10174,Continuous (float)
executive_wave2,Executive function score component,Cognitive Function,Wave 2,14377,11496,Continuous (float)
total_cognition_wave2,Total cognitive function score,Cognitive Function,Wave 2,13952,11921,Continuous (float)
cesd10_wave2,CESD-10 depression score (range 0-30),Depression,Wave 2,16567,9306,Continuous (float)
hhcperc_wave2,Household consumption per capita,Living Arrangements,Wave 2,12187,13686,Continuous (float)
hchild_wave2,Number of living children,Living Arrangements,Wave 2,18612,7261,Continuous (float)
pension_wave2,Pension receipt status,Insurance & Social Security,Wave 2,16020,9853,Continuous (float)
ins_wave2,Health insurance type,Insurance & Social Security,Wave 2,18275,7598,Continuous (float)
ea001s1_wave2,,Work & Income,Wave 2,18612,7261,Continuous (float)
ea001s2_wave2,,Work & Income,Wave 2,18612,7261,Continuous (float)
ea001s3_wave2,,Work & Income,Wave 2,18612,7261,Continuous (float)
ea001s4_wave2,,Work & Income,Wave 2,18612,7261,Continuous (float)
ea001s5_wave2,,Work & Income,Wave 2,18612,7261,Continuous (float)
ea001s11_wave2,,Work & Income,Wave 2,18612,7261,Continuous (float)
satlife_wave2,,Other,Wave 2,16461,9412,Continuous (float)
adlab_c_wave2,,Functional Status,Wave 2,18242,7631,Continuous (float)
iadl_wave2,IADL summary score,Functional Status,Wave 2,18386,7487,Continuous (float)
fcamt_wave2,,Other,Wave 2,16206,9667,Continuous (float)
tcamt_wave2,,Other,Wave 2,16259,9614,Continuous (float)
income_total_wave2,,Other,Wave 2,9617,16256,Continuous (float)
doctor_wave2,,Other,Wave 2,18330,7543,Continuous (float)
hospital_wave2,,Other,Wave 2,18385,7488,Continuous (float)
fall_down_wave2,,Other,Wave 2,18399,7474,Continuous (float)
hip_wave2,,Other,Wave 2,18409,7464,Continuous (float)
128,,Other,Non-wave,18612,7261,Continuous (float)
city_wave2,,Other,Wave 2,18612,7261,Continuous (float)
age_wave2,Age in years,Demographics,Wave 2,18529,7344,Continuous (float)
edu_wave2,,Other,Wave 2,18582,7291,Continuous (float)
exercise_wave2,,Other,Wave 2,6084,19789,Continuous (float)
totmet_wave2,,Other,Wave 2,5977,19896,Continuous (float)
chronic_wave2,,Other,Wave 2,18022,7851,Continuous (float)
